soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,max_anomaly_detected,label
51.26,28.36,45.17,23.67,51.21,0.0,0.0,85.39,31.11,NOT_ABLE_TO_WATER
77.43,31.38,62.16,30.71,73.13,31942.38,1.04,nan,32.48,INSUFFICIENT_DATA
67.79,36.64,72.04,33.47,87.26,5760.91,0.18,49.07,30.08,FUNGI_ALERT_EXCESS_WATER
36.21,28.04,72.49,24.05,73.6,23043.85,0.21,31.88,31.96,NOT_ABLE_TO_WATER
29.02,37.97,61.01,34.67,58.91,101043.19,3.13,24.03,30.64,WATER
57.31,18.48,19.47,19.12,27.16,0.0,0.0,53.3,30.07,NIGHT_OK
67.09,11.12,55.95,6.34,64.92,20424.23,1.01,64.04,32.49,LOW_TEMP_ALERT
44.89,10.21,85.25,12.34,82.45,96988.26,3.85,39.52,33.06,LOW_TEMP_ALERT
6.78,30.0,51.59,26.24,59.59,157285.8,5.59,16.83,24.0,WATER
23.27,44.25,71.22,43.37,88.14,145494.42,3.93,18.4,31.58,WATER
81.96,8.61,71.96,6.95,80.85,19385.49,0.75,77.46,24.94,LOW_TEMP_ALERT
7.41,19.67,36.68,12.11,49.4,3485.15,0.0,56.09,25.45,NOT_ABLE_TO_WATER
45.15,44.36,69.93,40.23,73.36,0.0,0.0,45.52,28.69,NOT_ABLE_TO_VENTILATE
8.27,20.63,73.84,21.81,82.08,157285.8,5.57,73.0,26.71,WATER
20.18,28.0,17.1,29.05,13.86,100304.32,3.16,17.02,30.97,WATER
17.69,12.08,39.88,12.38,42.69,31865.53,1.15,84.94,45.17,ANOMALY_DETECTED
94.61,17.0,58.81,17.07,56.52,21371.1,0.0,58.61,29.76,EXCESS_WATER
72.94,31.29,29.75,33.73,28.33,157285.8,6.23,73.22,34.48,OK
98.77,26.47,70.37,27.45,80.05,24720.7,0.79,51.61,30.75,FUNGI_ALERT_EXCESS_WATER
46.6,34.55,87.73,36.92,88.95,10531.03,0.0,40.07,28.92,NOT_ABLE_TO_VENTILATE
47.76,38.37,47.07,36.03,63.17,0.0,0.0,49.47,33.23,NOT_ABLE_TO_VENTILATE
95.85,22.75,73.7,23.77,83.36,6338.13,0.43,91.91,28.21,LOW_LIGHT
44.92,9.19,31.16,7.15,34.07,41468.43,1.8,53.91,32.85,LOW_TEMP_ALERT
34.59,36.66,84.17,33.43,81.24,0.0,0.0,40.36,28.63,NOT_ABLE_TO_WATER
11.93,44.28,49.72,45.43,48.36,67662.93,2.27,11.32,32.19,WATER
37.95,11.32,66.15,9.07,64.62,nan,0.0,40.91,34.85,INSUFFICIENT_DATA
2.57,36.09,52.47,33.14,72.06,0.0,0.0,36.85,24.8,NOT_ABLE_TO_WATER
58.25,23.68,62.66,23.07,59.37,0.0,0.0,47.84,29.46,FUNGI_ALERT_EXCESS_WATER
79.16,23.74,22.29,21.12,17.27,0.0,0.0,46.97,27.01,FUNGI_ALERT_EXCESS_WATER
50.65,43.01,76.34,40.17,81.36,157285.8,4.59,44.76,27.17,VENTILATE
21.62,21.58,74.74,18.92,89.68,0.0,0.0,20.15,28.14,NOT_ABLE_TO_WATER
27.21,15.74,21.36,18.39,27.38,19648.65,0.01,25.93,27.94,NOT_ABLE_TO_WATER
85.5,18.12,26.32,19.57,24.44,0.0,0.0,80.58,29.01,NIGHT_OK
35.02,14.08,64.13,11.8,65.83,157285.8,4.85,92.69,24.71,WATER
95.59,44.61,17.99,43.46,25.82,43224.12,1.54,76.07,26.67,EXCESS_WATER
65.77,41.27,49.88,41.27,58.09,44586.09,0.15,27.91,34.63,EXCESS_WATER
80.62,11.11,55.85,13.14,67.05,0.0,0.0,47.43,24.0,FUNGI_ALERT_EXCESS_WATER
47.6,11.91,55.71,6.64,62.2,0.0,0.0,49.99,26.83,LOW_TEMP_ALERT
46.28,25.21,88.8,22.48,100.0,0.0,0.0,34.54,24.83,FUNGI_ALERT_EXCESS_WATER
30.4,20.45,29.5,14.7,25.43,157285.8,4.95,43.95,35.08,WATER
70.72,19.22,76.05,13.06,74.69,0.0,0.0,43.07,33.1,FUNGI_ALERT_EXCESS_WATER
42.6,16.22,47.87,17.8,69.78,0.0,0.0,31.68,27.71,FUNGI_ALERT_EXCESS_WATER
36.16,25.49,93.44,21.3,100.0,8297.44,0.4,44.01,29.68,NOT_ABLE_TO_WATER
65.49,24.31,75.3,21.07,86.41,157285.8,5.08,68.6,38.85,ANOMALY_DETECTED
58.89,26.68,93.88,24.4,100.0,146346.03,4.05,63.67,29.6,OK
44.8,42.55,71.19,40.74,71.15,104866.07,3.01,50.78,26.14,VENTILATE
62.71,32.25,73.66,31.83,79.22,0.0,0.0,94.1,24.89,NOT_ABLE_TO_WATER
60.44,37.12,88.65,35.0,84.11,8308.78,0.09,46.19,26.23,FUNGI_ALERT_EXCESS_WATER
78.96,18.85,17.19,17.05,30.58,0.0,0.0,46.49,28.64,FUNGI_ALERT_EXCESS_WATER
95.69,39.75,70.43,38.88,71.36,157285.8,5.61,85.21,32.33,FUNGI_ALERT_EXCESS_WATER
59.21,30.31,58.87,31.76,65.37,2851.12,0.97,62.54,24.57,LOW_LIGHT
55.93,44.01,81.05,43.22,87.52,5406.4,0.04,48.49,36.51,NOT_ABLE_TO_VENTILATE
88.89,36.82,89.01,33.08,88.62,113752.97,3.0,36.41,43.9,ANOMALY_DETECTED
86.59,25.81,81.37,23.07,85.81,157285.8,5.69,84.59,30.61,OK
70.74,31.75,84.83,27.95,95.08,0.0,0.0,43.97,25.49,FUNGI_ALERT_EXCESS_WATER
68.09,24.53,82.7,20.4,86.2,157285.8,5.7,66.14,36.2,OK
97.74,41.16,91.27,40.96,99.5,2019.72,0.0,81.83,33.31,FUNGI_ALERT_EXCESS_WATER
92.99,37.04,36.68,35.16,34.6,0.0,0.0,92.05,26.14,NIGHT_OK
42.65,25.99,38.25,23.91,44.89,0.0,0.0,45.08,33.73,NIGHT_OK
52.39,12.21,68.05,10.63,63.47,157285.8,4.95,56.8,28.61,LOW_TEMP_ALERT
1.34,35.77,31.51,35.45,41.93,157285.8,5.87,34.8,24.0,WATER
22.26,43.63,51.72,42.32,57.17,157285.8,4.46,24.3,29.3,WATER
76.12,38.44,18.97,34.55,29.71,0.0,0.0,75.93,45.69,HYDRIC_STRESS_ALERT
31.84,24.77,56.67,23.52,71.93,0.0,0.0,29.79,32.68,NOT_ABLE_TO_WATER
43.08,41.9,69.66,40.48,61.52,0.0,0.0,43.68,34.83,NOT_ABLE_TO_VENTILATE
35.22,36.72,24.0,33.91,32.09,19409.17,0.7,44.63,25.97,NOT_ABLE_TO_WATER
60.86,44.61,81.74,43.87,80.51,157285.8,5.87,63.36,32.55,VENTILATE
39.17,21.01,84.36,20.26,92.9,40029.81,1.74,43.67,44.3,ANOMALY_DETECTED
77.41,38.16,47.13,38.1,60.55,14117.75,0.05,82.74,43.89,ANOMALY_DETECTED
22.32,43.33,89.97,42.1,100.0,0.0,0.0,19.61,29.03,NOT_ABLE_TO_WATER
26.74,7.6,45.33,9.47,45.43,0.0,0.0,12.04,nan,INSUFFICIENT_DATA
51.15,9.5,42.0,9.19,35.55,0.0,0.0,57.17,39.44,LOW_TEMP_ALERT
15.04,13.06,56.92,11.11,66.23,26190.72,1.25,28.72,37.85,ANOMALY_DETECTED
29.73,31.48,39.5,31.22,42.92,157285.8,4.92,57.76,27.41,WATER
91.84,5.83,47.92,5.09,45.13,7172.39,0.19,87.79,27.53,LOW_TEMP_ALERT
52.66,20.25,59.89,18.93,75.92,0.0,0.0,51.32,24.0,NIGHT_OK
18.28,36.22,92.91,33.73,100.0,7675.24,0.07,17.52,24.03,NOT_ABLE_TO_WATER
4.46,41.78,72.78,41.15,75.09,0.0,0.0,38.81,26.06,NOT_ABLE_TO_WATER
86.86,10.93,88.63,6.2,78.5,0.0,0.0,83.86,32.46,LOW_TEMP_ALERT
71.59,27.96,40.79,27.32,23.07,7194.15,0.21,55.54,33.43,EXCESS_WATER
85.79,26.03,28.85,22.6,33.67,157285.8,5.23,89.83,28.26,OK
1.55,10.21,57.9,7.75,75.33,54495.01,1.55,93.88,27.97,NOT_ABLE_TO_WATER
21.33,14.52,57.62,12.97,69.89,0.0,0.0,56.18,34.84,NOT_ABLE_TO_WATER
40.94,6.13,78.72,6.26,85.54,0.0,0.0,33.62,28.78,LOW_TEMP_ALERT
36.75,22.79,70.91,18.26,76.2,0.0,0.0,19.74,27.51,NOT_ABLE_TO_WATER
33.65,28.14,31.97,28.51,32.99,0.0,0.0,37.78,37.5,NOT_ABLE_TO_WATER
28.87,41.58,77.09,40.32,80.96,0.0,0.0,26.16,27.43,NOT_ABLE_TO_WATER
73.81,22.2,40.75,17.43,34.6,157285.8,5.17,74.6,26.82,OK
92.42,41.26,65.4,40.83,75.67,157285.8,4.68,33.27,30.27,EXCESS_WATER
12.71,8.71,40.29,6.72,47.27,81701.84,2.87,16.74,30.85,WATER
72.77,12.53,75.23,12.48,77.15,157285.8,4.49,72.5,29.33,LOW_TEMP_ALERT
56.31,14.01,29.67,9.82,25.29,7322.85,0.32,57.34,30.37,LOW_TEMP_ALERT
15.63,17.89,18.67,16.7,30.48,157285.8,6.28,10.37,32.66,WATER
58.1,11.95,25.61,7.12,30.32,2632.65,0.06,73.2,28.9,NOT_ABLE_TO_WATER
81.28,33.9,19.28,30.46,15.7,112082.25,3.9,85.08,36.61,OK
43.47,20.49,26.86,19.68,19.73,0.0,0.0,20.15,33.66,FUNGI_ALERT_EXCESS_WATER
17.9,22.29,73.46,20.7,70.62,157285.8,4.88,22.16,31.06,WATER
97.41,17.8,54.07,16.55,49.87,84287.61,2.62,15.3,31.52,EXCESS_WATER
47.77,32.54,70.86,30.61,72.59,0.0,0.0,39.82,25.11,NIGHT_OK
91.73,6.9,74.56,8.51,69.34,0.0,0.0,11.33,28.0,FUNGI_ALERT_EXCESS_WATER
61.63,16.04,27.55,12.5,45.37,23634.27,0.88,61.2,44.15,ANOMALY_DETECTED
17.11,19.86,47.83,17.07,49.34,157285.8,6.22,16.12,32.72,WATER
71.87,10.41,35.18,5.73,49.91,0.0,0.0,72.1,30.03,LOW_TEMP_ALERT
59.42,8.81,28.19,8.18,36.25,0.0,0.0,59.47,31.19,LOW_TEMP_ALERT
70.83,22.18,33.38,18.1,37.52,0.0,0.0,69.09,27.07,NIGHT_OK
76.99,14.91,46.89,12.57,56.19,0.0,0.0,76.42,30.91,LOW_TEMP_ALERT
85.35,29.37,63.51,28.95,73.04,15524.56,1.04,90.48,24.57,OK
50.55,10.71,67.6,9.2,72.34,0.0,0.0,41.06,30.28,LOW_TEMP_ALERT
47.81,36.2,87.96,37.83,90.63,125229.92,4.45,43.56,34.93,VENTILATE
40.14,11.73,77.22,10.45,82.86,0.0,0.0,48.91,32.99,LOW_TEMP_ALERT
35.34,31.94,77.45,28.82,85.85,157285.8,6.21,42.44,27.96,WATER
43.25,31.79,77.15,27.42,71.91,0.0,0.0,44.16,27.9,NIGHT_OK
53.94,17.94,74.96,15.17,96.67,0.0,0.0,51.3,28.83,NIGHT_OK
40.92,25.27,32.42,19.62,35.47,0.0,0.0,42.33,24.41,NIGHT_OK
62.28,33.77,48.18,32.67,46.68,28212.94,0.79,63.96,31.74,OK
13.78,16.58,31.46,13.23,44.12,9747.31,0.68,18.74,29.68,NOT_ABLE_TO_WATER
72.07,32.09,75.49,32.86,80.52,41806.01,1.75,76.95,29.19,OK
13.57,12.99,82.24,16.57,87.83,0.0,0.0,18.02,28.16,NOT_ABLE_TO_WATER
77.55,31.11,59.13,30.71,76.45,144237.68,5.57,55.0,33.81,EXCESS_WATER
44.97,24.96,80.67,21.56,85.55,126828.71,4.02,36.45,28.96,OK
78.64,22.24,17.7,23.28,12.95,0.0,0.0,76.47,32.08,NIGHT_OK
75.5,29.82,93.46,26.16,100.0,138162.26,4.6,73.78,28.2,OK
55.95,23.44,18.19,18.42,17.48,157285.8,5.73,59.1,37.87,ANOMALY_DETECTED
1.35,40.72,91.83,40.12,100.0,157285.8,5.37,31.03,30.63,WATER
27.84,26.08,37.39,25.58,53.54,92547.03,2.81,21.43,35.56,WATER
51.68,36.65,80.38,35.02,87.51,157285.8,0.07,59.62,33.69,OK
54.8,8.04,64.16,6.26,68.11,0.0,0.0,62.23,27.65,LOW_TEMP_ALERT
46.27,18.77,77.33,17.88,76.08,157285.8,5.86,90.46,29.49,WATER
38.37,37.5,56.66,35.19,65.0,0.0,0.0,58.14,29.86,NOT_ABLE_TO_WATER
23.84,33.65,84.61,34.31,100.0,9966.12,0.18,28.64,36.03,NOT_ABLE_TO_WATER
82.27,13.41,59.61,12.31,61.83,157285.8,5.68,42.7,28.69,EXCESS_WATER
23.97,6.34,83.73,4.63,95.22,157285.8,5.79,25.95,34.53,WATER
20.18,7.51,77.75,6.42,85.8,3305.66,0.0,19.86,30.85,NOT_ABLE_TO_WATER
86.61,27.57,16.96,23.7,26.42,0.0,0.0,88.33,42.22,NIGHT_OK
19.79,13.79,26.89,14.01,27.99,2040.39,0.0,64.84,25.59,NOT_ABLE_TO_WATER
97.97,18.22,38.05,15.9,47.33,0.0,0.0,93.01,39.17,NIGHT_OK
77.55,42.21,36.41,38.14,41.39,0.0,0.0,72.66,35.58,NOT_ABLE_TO_VENTILATE
34.34,33.49,58.33,32.01,74.13,7133.31,0.7,39.51,30.25,NOT_ABLE_TO_WATER
48.02,20.69,34.45,21.94,48.75,157285.8,4.67,52.57,30.47,OK
86.07,17.2,35.36,15.61,43.37,0.0,0.0,90.31,29.81,NIGHT_OK
88.66,41.0,18.31,38.18,39.09,7016.14,0.03,28.02,27.43,EXCESS_WATER
90.54,38.68,23.84,35.55,30.29,0.0,0.0,83.32,28.46,HYDRIC_STRESS_ALERT
69.79,11.97,93.23,11.39,100.0,68098.27,2.22,59.34,24.0,FUNGI_ALERT_EXCESS_WATER
43.96,15.17,86.44,12.41,100.0,0.0,0.0,40.12,26.36,LOW_TEMP_ALERT
27.37,35.95,37.38,34.39,37.55,6003.5,0.71,36.16,28.36,NOT_ABLE_TO_WATER
65.05,38.2,51.05,35.26,47.51,157285.8,5.32,31.53,27.85,EXCESS_WATER
62.26,23.22,43.46,20.19,48.03,157285.8,5.42,62.16,29.52,OK
61.16,13.28,52.64,11.77,58.24,157285.8,5.57,42.07,32.87,EXCESS_WATER
18.67,26.13,75.51,26.09,80.4,157285.8,4.99,21.02,32.71,WATER
90.25,8.66,65.23,5.22,64.02,157285.8,5.29,90.27,35.58,LOW_TEMP_ALERT
65.91,25.65,50.43,23.07,66.98,157285.8,5.24,57.4,32.4,OK
81.12,7.27,46.26,6.82,54.37,114320.21,4.14,79.13,29.6,LOW_TEMP_ALERT
83.67,42.38,31.47,44.81,38.14,150966.13,5.34,72.81,29.15,EXCESS_WATER
19.8,44.13,53.24,44.89,46.72,0.0,0.0,11.77,28.52,NOT_ABLE_TO_WATER
83.74,32.5,35.27,34.94,35.3,111272.72,2.68,24.01,33.63,EXCESS_WATER
99.93,11.11,22.24,10.16,13.77,26109.55,1.22,49.13,31.94,EXCESS_WATER
34.71,16.48,25.29,13.46,18.61,72099.47,2.03,67.94,30.63,WATER
12.27,17.68,23.44,16.56,30.47,9475.0,0.0,14.94,31.97,NOT_ABLE_TO_WATER
26.92,15.33,80.15,13.72,99.81,157285.8,0.12,51.8,28.39,NOT_ABLE_TO_WATER
1.12,40.57,94.8,40.72,87.24,0.0,0.0,12.06,30.02,NOT_ABLE_TO_WATER
24.16,19.14,90.83,16.01,89.3,78570.91,2.46,39.33,25.01,WATER
20.22,14.35,60.87,14.78,62.5,0.0,0.0,84.55,29.91,NOT_ABLE_TO_WATER
55.31,14.86,51.25,15.02,66.61,12420.8,0.9,49.65,26.3,OK
78.31,22.73,84.76,22.51,98.0,0.0,0.0,81.94,27.58,NIGHT_OK
74.11,9.49,17.23,11.2,22.84,48344.8,1.97,61.33,24.97,EXCESS_WATER
49.88,11.89,37.65,10.4,49.35,7159.63,0.0,53.94,33.54,LOW_TEMP_ALERT
84.26,18.64,65.38,16.57,84.28,157285.8,5.76,38.43,36.0,FUNGI_ALERT_EXCESS_WATER
48.72,37.29,81.15,38.12,97.36,4054.51,0.37,46.42,33.43,NOT_ABLE_TO_VENTILATE
70.53,8.04,94.39,8.01,94.35,0.0,0.0,68.51,29.25,LOW_TEMP_ALERT
25.44,41.47,88.77,43.48,96.45,0.0,0.0,46.56,31.25,NOT_ABLE_TO_WATER
69.89,41.82,94.75,40.93,79.26,7016.05,0.0,68.08,32.15,NOT_ABLE_TO_VENTILATE
96.04,9.44,82.39,6.88,93.63,109352.08,3.54,34.14,41.35,ANOMALY_DETECTED
56.58,12.2,48.89,7.6,53.96,0.0,0.0,90.49,31.6,NOT_ABLE_TO_WATER
6.66,26.6,70.02,24.17,69.81,157285.8,5.17,62.78,28.89,WATER
46.28,15.03,76.03,12.64,71.0,156736.87,5.69,49.62,30.96,LOW_TEMP_ALERT
17.95,35.96,24.77,32.26,33.63,0.0,0.0,20.02,31.04,NOT_ABLE_TO_WATER
72.48,29.87,28.73,29.25,25.35,78969.52,3.05,66.65,24.0,OK
44.68,16.26,66.03,18.43,62.94,24456.59,0.42,50.95,34.36,OK
8.76,32.81,32.47,31.16,42.98,0.0,0.0,91.62,36.67,NOT_ABLE_TO_WATER
73.46,35.69,61.82,31.5,65.51,0.0,0.0,85.61,26.0,NOT_ABLE_TO_WATER
28.04,42.73,56.2,38.54,58.26,0.0,0.0,60.59,32.29,NOT_ABLE_TO_WATER
74.03,30.57,56.73,26.3,81.72,157285.8,4.93,70.73,29.78,OK
8.8,24.8,38.87,27.06,37.22,5188.67,0.13,41.24,29.75,NOT_ABLE_TO_WATER
18.56,42.96,69.16,39.82,69.18,0.0,0.0,53.9,25.05,NOT_ABLE_TO_WATER
30.45,29.24,33.71,27.45,45.18,157285.8,5.04,29.29,45.9,ANOMALY_DETECTED
8.04,7.75,26.71,5.59,22.29,0.0,0.0,14.74,35.38,NOT_ABLE_TO_WATER
14.4,23.28,72.12,20.41,78.89,25979.56,1.07,11.05,34.96,NOT_ABLE_TO_WATER
34.06,44.06,56.61,44.44,69.91,157285.8,6.09,77.25,30.45,WATER
95.94,31.66,86.33,31.35,82.82,48565.52,1.45,31.17,27.13,FUNGI_ALERT_EXCESS_WATER
87.41,9.79,46.26,9.35,54.81,52043.15,1.58,91.36,28.21,LOW_TEMP_ALERT
84.06,28.4,63.53,27.15,67.17,0.0,0.0,91.82,30.29,NIGHT_OK
71.66,12.48,15.03,6.56,18.54,0.0,0.0,76.27,33.46,LOW_TEMP_ALERT
68.52,26.08,92.25,25.25,99.06,0.0,0.0,43.22,33.91,FUNGI_ALERT_EXCESS_WATER
34.92,41.9,73.89,42.35,80.54,146165.44,4.55,35.31,31.1,WATER
37.18,nan,73.29,28.0,69.34,6443.66,0.17,92.29,24.0,INSUFFICIENT_DATA
63.3,nan,71.32,43.59,65.29,4150.12,0.0,66.95,25.13,INSUFFICIENT_DATA
58.33,12.98,47.45,8.67,58.47,43847.89,1.74,29.45,29.33,EXCESS_WATER
14.62,34.97,68.95,32.84,62.74,4301.57,0.0,12.43,27.04,NOT_ABLE_TO_WATER
18.62,23.32,49.36,20.3,64.81,567.34,0.27,62.82,29.42,NOT_ABLE_TO_WATER
24.6,29.73,66.91,25.64,64.64,5161.3,0.97,28.57,32.58,NOT_ABLE_TO_WATER
55.81,21.92,37.46,19.22,35.28,157285.8,4.59,52.18,34.49,OK
85.64,26.83,59.56,25.68,75.05,119726.77,4.19,68.59,27.27,EXCESS_WATER
93.14,15.39,23.34,14.84,30.56,0.0,0.0,87.7,30.12,LOW_TEMP_ALERT
63.14,8.35,22.56,4.6,25.1,nan,0.0,60.92,26.25,INSUFFICIENT_DATA
74.63,39.85,39.09,38.17,41.43,7567.88,0.17,77.07,29.24,NOT_ABLE_TO_VENTILATE
15.7,13.99,61.44,12.98,69.54,0.0,0.0,15.44,33.43,NOT_ABLE_TO_WATER
nan,18.57,34.96,16.19,30.83,0.0,0.0,65.52,27.97,INSUFFICIENT_DATA
60.0,25.87,94.01,22.7,100.0,0.0,0.0,59.66,31.97,NIGHT_OK
60.57,31.19,51.5,31.24,56.4,41594.03,1.82,61.49,31.66,OK
51.46,22.06,41.14,19.27,47.64,0.0,0.0,54.96,32.17,NIGHT_OK
44.41,32.73,60.39,31.9,66.77,0.0,0.0,49.32,44.66,NIGHT_OK
20.49,17.67,62.74,16.44,79.49,0.0,0.0,81.74,30.08,NOT_ABLE_TO_WATER
52.55,35.71,32.87,33.79,36.57,157285.8,4.8,51.28,30.68,OK
14.76,27.11,63.39,24.6,67.44,11260.3,0.15,13.46,26.44,NOT_ABLE_TO_WATER
70.39,8.31,60.01,7.78,68.11,1127.93,0.0,69.9,26.66,LOW_TEMP_ALERT
56.81,16.63,16.04,17.15,34.44,133654.92,3.63,58.5,31.09,OK
50.66,38.16,80.42,36.02,83.16,157285.8,4.83,41.99,26.6,VENTILATE
91.97,19.29,33.46,19.13,42.78,157285.8,6.15,80.42,25.93,EXCESS_WATER
43.57,17.76,71.47,17.68,70.39,42998.08,0.76,47.15,30.11,OK
64.03,12.54,64.7,11.47,73.64,0.0,0.0,74.98,31.13,NOT_ABLE_TO_WATER
62.53,32.05,62.39,28.83,60.5,0.0,0.0,71.42,37.96,NIGHT_OK
86.47,14.71,43.03,14.29,48.39,157285.8,5.52,40.37,40.6,ANOMALY_DETECTED
25.54,31.97,38.92,32.0,48.4,92572.39,3.71,25.7,28.93,WATER
63.69,39.76,79.23,42.02,72.88,426.32,0.33,68.37,30.48,NOT_ABLE_TO_VENTILATE
13.22,42.6,31.13,39.97,33.18,2822.51,0.0,14.52,27.8,NOT_ABLE_TO_WATER
39.64,30.14,61.53,27.67,81.57,0.0,0.0,43.4,28.77,NOT_ABLE_TO_WATER
86.01,44.39,62.68,43.49,83.93,157285.8,5.26,88.17,24.89,VENTILATE
38.43,29.96,58.24,25.29,48.78,143813.28,5.23,39.73,41.72,ANOMALY_DETECTED
71.84,11.05,21.65,7.58,39.58,21938.04,1.0,74.54,32.36,LOW_TEMP_ALERT
59.94,42.76,28.43,40.88,32.33,157285.8,4.87,84.59,24.11,WATER
19.84,44.19,90.8,43.27,100.0,157285.8,5.79,66.4,34.54,WATER
14.2,31.84,89.85,33.11,86.98,64888.41,1.78,15.23,25.44,NOT_ABLE_TO_WATER
31.53,30.58,61.14,30.96,71.74,157285.8,5.53,33.19,27.37,WATER
96.83,7.63,31.54,5.44,42.53,0.0,0.0,22.53,29.35,FUNGI_ALERT_EXCESS_WATER
91.49,35.41,84.89,35.52,93.88,0.0,0.0,86.24,36.5,NIGHT_OK
74.91,34.29,64.58,32.21,71.7,0.0,0.0,71.46,30.27,NIGHT_OK
87.22,16.93,68.16,17.27,79.5,157285.8,5.01,92.07,24.0,OK
48.26,26.6,55.07,25.24,57.11,157285.8,6.28,15.89,28.46,EXCESS_WATER
15.07,8.48,90.88,4.8,91.72,0.0,0.0,18.46,33.08,NOT_ABLE_TO_WATER
70.7,6.32,78.42,2.69,78.12,157285.8,4.31,19.08,29.27,FUNGI_ALERT_EXCESS_WATER
17.93,20.99,91.02,21.6,100.0,0.0,0.0,18.93,31.79,NOT_ABLE_TO_WATER
89.79,31.1,65.7,28.15,69.26,9829.19,0.14,82.36,26.26,LOW_LIGHT
64.33,24.21,79.44,26.23,89.23,5482.68,1.07,63.99,34.6,LOW_LIGHT
24.89,43.81,57.88,44.46,54.4,157285.8,4.06,81.09,35.02,WATER
79.48,18.93,20.14,15.5,15.4,92091.75,2.9,23.73,30.49,EXCESS_WATER
31.54,21.4,25.71,18.16,43.56,143545.84,4.33,25.61,27.44,WATER
89.64,6.17,22.14,5.01,14.3,25595.23,0.42,92.04,33.08,LOW_TEMP_ALERT
54.02,26.96,77.12,24.63,81.58,157285.8,5.85,55.83,27.12,OK
49.52,15.68,29.85,12.74,27.72,0.0,0.0,46.57,29.37,LOW_TEMP_ALERT
24.55,6.14,88.8,5.32,93.39,0.0,0.0,57.89,32.33,NOT_ABLE_TO_WATER
60.66,27.09,49.95,23.55,50.15,2843.46,0.12,57.74,26.28,LOW_LIGHT
54.49,20.04,48.17,18.48,51.01,146398.27,4.64,71.71,25.51,WATER
72.5,44.73,77.01,45.67,94.07,157285.8,5.8,75.13,45.95,ANOMALY_DETECTED
17.66,33.7,90.93,34.76,96.52,0.0,0.0,16.83,36.42,NOT_ABLE_TO_WATER
12.29,11.55,79.53,10.37,81.99,0.0,0.0,14.06,40.52,NOT_ABLE_TO_WATER
97.46,42.24,54.13,40.59,70.63,157285.8,5.21,76.74,28.6,EXCESS_WATER
69.96,7.96,86.87,7.3,88.85,0.0,0.0,75.01,31.5,LOW_TEMP_ALERT
92.85,34.42,85.11,33.65,78.5,0.0,0.0,89.59,35.33,NIGHT_OK
93.19,22.14,43.35,21.65,42.2,102400.89,3.29,67.11,31.37,EXCESS_WATER
48.64,15.53,59.26,12.38,62.36,0.0,0.0,18.39,31.97,FUNGI_ALERT_EXCESS_WATER
68.76,5.17,69.61,4.1,65.19,1256.15,0.0,45.42,30.14,EXCESS_WATER
47.5,32.31,41.22,31.55,55.5,0.0,0.0,63.71,29.98,NOT_ABLE_TO_WATER
58.38,17.84,68.5,18.65,72.78,0.0,0.0,27.43,30.23,FUNGI_ALERT_EXCESS_WATER
61.16,36.65,77.04,36.89,85.76,4776.51,0.0,64.46,36.98,NOT_ABLE_TO_VENTILATE
22.05,14.31,22.72,14.38,26.61,157285.8,5.83,18.75,31.04,WATER
30.85,14.89,42.07,13.83,44.63,157285.8,5.77,72.15,39.72,ANOMALY_DETECTED
22.14,9.03,91.26,6.39,89.69,26073.83,0.74,49.7,44.15,ANOMALY_DETECTED
76.35,5.07,52.2,2.03,73.99,0.0,0.0,85.0,37.42,LOW_TEMP_ALERT
80.37,11.86,nan,13.03,82.62,0.0,0.0,75.04,36.74,INSUFFICIENT_DATA
68.16,30.64,39.66,28.81,56.15,157285.8,6.67,64.49,34.8,OK
22.89,21.33,86.94,23.44,97.16,0.0,0.0,11.1,39.68,NOT_ABLE_TO_WATER
23.03,35.49,65.41,31.28,59.76,8872.96,0.18,15.72,34.86,NOT_ABLE_TO_WATER
58.98,19.51,39.82,18.45,32.36,0.0,0.0,58.81,33.35,NIGHT_OK
73.5,41.76,79.74,37.93,82.59,12115.0,0.11,75.72,33.28,NOT_ABLE_TO_VENTILATE
51.95,28.71,74.87,nan,79.68,0.0,0.0,60.5,24.0,INSUFFICIENT_DATA
51.62,40.36,29.83,40.04,38.59,10548.2,0.0,87.51,29.69,NOT_ABLE_TO_WATER
39.19,18.57,35.26,19.05,36.12,157285.8,5.36,32.6,27.19,WATER
88.75,18.65,56.18,18.29,67.69,0.0,0.0,31.44,33.4,FUNGI_ALERT_EXCESS_WATER
37.16,12.16,73.94,12.59,84.95,157285.8,5.89,41.87,30.46,WATER
82.88,22.9,87.62,20.21,100.0,149383.23,6.22,62.64,29.55,FUNGI_ALERT_EXCESS_WATER
70.4,30.23,47.73,30.15,44.93,157285.8,4.68,76.36,30.68,OK
30.25,8.54,51.03,5.5,55.5,157285.8,4.08,29.36,38.39,ANOMALY_DETECTED
59.91,38.37,45.52,35.1,47.35,0.0,0.0,57.52,25.8,NOT_ABLE_TO_VENTILATE
74.65,36.37,77.21,35.16,83.79,2866.41,0.08,nan,26.15,INSUFFICIENT_DATA
56.87,13.35,50.68,12.15,61.82,0.0,0.0,60.71,34.36,LOW_TEMP_ALERT
29.39,32.21,68.59,30.17,66.09,119527.77,3.87,29.45,44.16,ANOMALY_DETECTED
56.83,37.94,55.48,35.54,68.3,157285.8,5.02,59.3,34.74,VENTILATE
