soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,label
65.68,16.73,38.88,14.35,43.82,117047.27,3.84,71.69,LOW_TEMP_ALERT
69.46,25.43,44.86,21.36,47.52,33479.91,0.83,59.85,OK
94.66,41.74,92.42,40.98,100.0,85352.3,2.79,90.54,VENTILATE
74.04,17.79,53.42,17.03,50.77,41147.06,1.37,89.05,NOT_ABLE_TO_WATER
42.24,40.29,25.22,41.72,28.93,157285.8,5.69,71.24,WATER
14.53,32.62,60.48,31.91,76.21,0.0,0.0,14.22,NOT_ABLE_TO_WATER
22.33,22.36,71.2,14.63,80.26,50991.9,1.44,47.69,NOT_ABLE_TO_WATER
50.51,22.24,30.26,nan,27.26,0.0,0.0,46.3,INSUFFICIENT_DATA
61.66,15.47,67.81,14.08,77.53,157285.8,3.85,59.33,LOW_TEMP_ALERT
84.52,11.08,92.85,7.38,94.29,0.0,0.0,87.55,LOW_TEMP_ALERT
42.74,21.02,56.86,18.96,57.45,157285.8,6.18,14.12,EXCESS_WATER
53.64,11.39,81.55,11.9,82.35,157285.8,4.58,56.31,LOW_TEMP_ALERT
59.01,36.84,70.46,34.8,71.41,0.0,0.0,81.06,NOT_ABLE_TO_WATER
77.22,34.82,88.08,37.83,81.5,157285.8,5.39,70.71,VENTILATE
16.78,33.82,20.78,32.3,19.83,0.0,0.0,86.02,NOT_ABLE_TO_WATER
62.36,38.97,39.26,39.8,39.66,157285.8,4.14,56.7,VENTILATE
28.46,13.68,90.98,12.09,91.89,13819.2,0.3,35.04,NOT_ABLE_TO_WATER
79.16,35.47,56.34,31.05,66.43,157285.8,4.77,80.57,OK
11.62,36.97,76.52,33.22,79.69,157285.8,5.4,16.64,WATER
38.88,7.26,55.83,9.31,45.74,0.0,0.0,66.73,NOT_ABLE_TO_WATER
78.22,42.73,47.84,39.23,39.46,157285.8,5.51,82.27,VENTILATE
23.18,22.43,31.4,18.65,39.94,0.0,0.0,44.89,NOT_ABLE_TO_WATER
44.91,30.65,56.24,29.19,69.82,99895.35,2.71,47.87,OK
12.03,40.45,70.08,38.97,61.33,0.0,0.0,12.39,NOT_ABLE_TO_WATER
89.56,37.98,90.63,38.62,100.0,0.0,0.0,55.32,FUNGI_ALERT_EXCESS_WATER
27.43,42.75,21.6,43.18,33.53,3368.84,0.72,28.28,NOT_ABLE_TO_WATER
89.71,22.95,88.27,19.95,96.12,0.0,0.0,86.54,OK
99.31,10.86,91.66,9.12,86.42,157285.8,6.08,38.6,FUNGI_ALERT_EXCESS_WATER
75.35,13.67,47.89,9.44,44.96,0.0,0.0,75.87,LOW_TEMP_ALERT
28.53,19.65,50.66,15.61,52.57,3968.73,0.01,39.93,NOT_ABLE_TO_WATER
20.58,35.49,28.8,37.03,30.71,157285.8,4.98,14.02,WATER
80.2,5.74,87.95,5.57,97.69,157285.8,5.28,81.13,LOW_TEMP_ALERT
65.89,44.85,25.88,42.94,44.62,0.0,0.0,58.6,HYDRIC_STRESS_ALERT
87.2,15.66,28.52,14.73,37.32,157285.8,3.95,83.69,LOW_TEMP_ALERT
87.21,30.43,25.35,27.83,39.61,157285.8,4.88,82.56,OK
79.26,20.36,29.15,18.48,31.8,157285.8,4.64,73.73,OK
39.42,10.92,23.92,10.86,36.98,0.0,0.0,41.16,NOT_ABLE_TO_WATER
26.3,44.64,82.32,42.3,95.84,157285.8,5.71,20.29,WATER
43.77,27.96,89.17,25.9,98.93,114665.18,3.3,46.3,OK
52.46,17.09,46.65,18.34,35.1,157285.8,0.02,51.23,OK
75.71,20.47,85.14,17.37,79.65,0.0,0.0,28.84,FUNGI_ALERT_EXCESS_WATER
24.42,22.47,57.36,20.66,54.09,0.0,0.0,19.74,NOT_ABLE_TO_WATER
55.91,42.26,80.55,39.74,93.19,0.0,0.0,46.89,NOT_ABLE_TO_VENTILATE
62.24,32.67,85.18,33.8,87.91,nan,0.0,52.35,INSUFFICIENT_DATA
18.94,22.42,45.36,18.44,41.42,157285.8,4.61,17.97,WATER
62.08,6.18,71.26,2.61,76.14,157285.8,5.13,64.93,LOW_TEMP_ALERT
60.58,20.61,27.41,18.19,27.54,116103.94,4.02,88.76,WATER
97.32,16.38,86.1,13.15,88.15,157285.8,5.0,73.28,FUNGI_ALERT_EXCESS_WATER
22.86,32.14,43.06,26.95,62.13,157285.8,5.75,44.56,WATER
31.37,24.27,37.72,24.16,48.73,6046.74,0.01,94.64,NOT_ABLE_TO_WATER
94.79,33.66,26.29,33.5,12.26,0.0,0.0,51.82,FUNGI_ALERT_EXCESS_WATER
41.39,28.05,36.54,26.04,50.08,3981.0,0.0,40.21,LOW_LIGHT
28.14,15.47,76.6,12.93,72.44,9026.24,1.01,82.58,NOT_ABLE_TO_WATER
60.95,30.34,24.38,27.31,43.94,24828.87,0.53,61.7,OK
57.96,39.47,70.22,38.85,70.32,59628.86,1.88,60.92,NOT_ABLE_TO_VENTILATE
88.65,27.33,55.45,25.6,74.13,26009.76,0.51,89.08,OK
91.09,35.22,46.05,33.85,38.87,0.0,0.0,81.08,OK
42.52,44.1,23.41,38.02,25.83,nan,0.0,44.11,INSUFFICIENT_DATA
20.22,31.34,30.06,29.74,26.32,0.0,0.0,11.64,NOT_ABLE_TO_WATER
46.39,21.07,26.39,19.95,30.28,12123.23,1.06,26.03,EXCESS_WATER
75.01,34.32,39.96,31.83,65.23,4452.45,0.15,20.48,EXCESS_WATER
72.3,31.07,34.55,29.74,32.93,0.0,0.0,77.4,OK
50.83,27.29,83.78,27.59,91.09,0.0,0.0,54.47,OK
15.66,7.85,15.86,8.3,15.68,157285.8,4.94,16.12,WATER
3.24,42.54,19.59,38.02,9.87,157285.8,5.48,9.97,WATER
90.0,9.61,87.32,7.25,81.59,0.0,0.0,83.48,LOW_TEMP_ALERT
42.74,31.07,28.96,31.49,17.01,37579.75,0.86,51.13,OK
51.08,35.33,68.73,33.2,79.54,0.0,0.0,58.34,OK
34.15,21.78,68.55,16.53,70.18,157285.8,5.36,16.52,WATER
30.07,38.47,35.17,36.78,44.06,157285.8,4.87,86.42,WATER
77.25,42.84,88.44,40.68,73.1,0.0,0.0,77.08,NOT_ABLE_TO_VENTILATE
94.79,8.01,22.32,4.66,18.54,0.0,0.0,94.34,LOW_TEMP_ALERT
40.11,36.93,90.21,37.44,100.0,0.0,0.0,39.84,NOT_ABLE_TO_VENTILATE
46.31,38.12,63.4,37.19,69.02,0.0,0.0,41.44,NOT_ABLE_TO_VENTILATE
88.75,8.27,62.99,3.78,84.4,25999.69,0.68,12.4,FUNGI_ALERT_EXCESS_WATER
78.11,7.02,90.1,6.34,86.66,0.0,0.0,41.15,FUNGI_ALERT_EXCESS_WATER
26.88,42.57,68.21,43.31,73.66,0.0,0.0,23.5,NOT_ABLE_TO_WATER
23.63,44.75,79.88,41.56,71.46,7490.94,0.93,16.24,NOT_ABLE_TO_WATER
57.98,6.69,84.94,4.71,80.88,115715.16,3.56,87.0,WATER
79.98,16.44,86.97,13.42,71.69,157285.8,5.74,80.31,LOW_TEMP_ALERT
60.94,18.61,76.0,14.21,74.68,157285.8,6.07,84.18,WATER
41.13,14.9,87.83,10.3,81.31,0.0,0.0,51.07,LOW_TEMP_ALERT
17.42,34.0,82.69,32.37,100.0,0.0,0.0,72.34,NOT_ABLE_TO_WATER
13.48,43.43,55.27,41.94,63.25,157285.8,5.29,32.09,WATER
21.05,24.73,36.08,25.95,45.35,0.0,0.0,68.48,NOT_ABLE_TO_WATER
85.72,6.5,72.93,5.17,93.38,0.0,0.0,47.73,FUNGI_ALERT_EXCESS_WATER
2.27,9.79,35.6,6.73,35.63,20150.19,0.68,35.57,NOT_ABLE_TO_WATER
72.81,24.7,35.39,24.88,44.4,nan,5.02,61.8,INSUFFICIENT_DATA
18.3,40.88,76.55,40.44,72.59,nan,5.95,14.67,INSUFFICIENT_DATA
85.75,42.95,59.59,42.28,58.21,0.0,0.0,46.3,FUNGI_ALERT_EXCESS_WATER
78.84,24.21,84.99,26.54,100.0,6020.31,0.71,76.43,LOW_LIGHT
21.94,9.66,30.72,7.9,39.11,0.0,0.0,23.06,NOT_ABLE_TO_WATER
92.42,5.57,19.58,3.57,27.9,0.0,0.0,12.62,FUNGI_ALERT_EXCESS_WATER
72.94,15.81,56.98,16.59,66.17,7300.74,0.23,71.05,LOW_LIGHT
39.99,29.9,51.14,27.45,44.21,58352.86,1.27,38.27,NOT_ABLE_TO_WATER
61.89,26.55,46.78,24.61,60.64,0.0,0.0,57.93,OK
50.55,6.34,60.89,10.24,64.71,0.0,0.0,54.37,LOW_TEMP_ALERT
80.19,20.9,34.37,20.02,45.34,0.0,0.0,38.91,FUNGI_ALERT_EXCESS_WATER
41.16,24.99,59.77,23.77,76.51,140190.06,4.9,43.95,OK
25.54,7.01,22.71,6.42,19.97,0.0,0.0,27.17,NOT_ABLE_TO_WATER
28.49,13.16,51.3,10.89,65.78,59939.42,2.57,25.15,WATER
59.48,39.25,68.04,35.14,81.92,13124.08,0.0,41.4,FUNGI_ALERT_EXCESS_WATER
56.35,27.72,64.23,23.3,69.04,157285.8,6.06,60.46,OK
28.32,10.46,45.57,7.24,55.57,48405.97,1.65,56.01,NOT_ABLE_TO_WATER
62.3,15.45,15.8,16.71,23.96,34919.64,1.05,86.3,NOT_ABLE_TO_WATER
11.81,11.57,37.85,11.02,51.22,157285.8,4.63,62.96,WATER
9.59,39.85,55.92,38.02,76.53,64420.82,1.68,41.34,NOT_ABLE_TO_WATER
42.38,16.02,31.9,12.94,34.46,156782.36,4.78,37.01,LOW_TEMP_ALERT
30.52,25.76,67.7,25.01,69.36,0.0,0.0,32.13,NOT_ABLE_TO_WATER
43.92,19.07,52.3,20.16,70.95,20862.76,1.64,51.28,OK
36.96,9.0,19.88,5.33,11.4,151297.86,3.88,51.14,WATER
73.63,26.39,19.21,24.02,45.48,0.0,0.0,68.14,OK
49.86,35.25,38.54,29.01,44.07,0.0,0.0,49.74,OK
15.87,16.34,53.59,13.09,49.49,9540.98,0.05,75.97,NOT_ABLE_TO_WATER
24.63,34.0,28.54,33.38,21.62,0.0,0.0,23.01,NOT_ABLE_TO_WATER
81.41,11.69,55.82,9.89,60.9,0.0,0.0,90.56,LOW_TEMP_ALERT
22.11,32.99,58.77,31.66,68.19,121972.12,4.56,62.58,WATER
63.34,14.85,78.24,15.56,78.89,139380.61,5.32,64.55,OK
53.85,35.85,94.54,34.69,97.25,0.0,0.0,53.08,OK
88.57,13.87,77.82,14.76,74.78,103795.92,2.77,28.31,FUNGI_ALERT_EXCESS_WATER
39.34,14.57,26.01,16.32,28.65,18248.88,0.33,38.33,NOT_ABLE_TO_WATER
86.7,40.68,33.65,36.6,47.2,40576.58,1.99,46.38,EXCESS_WATER
22.3,18.49,82.13,16.6,94.71,4429.92,0.34,48.37,NOT_ABLE_TO_WATER
38.0,21.87,21.41,19.14,33.97,0.0,0.0,31.07,NOT_ABLE_TO_WATER
74.48,34.89,48.48,34.61,70.39,0.0,0.0,71.59,OK
24.3,8.53,19.53,5.21,29.53,3946.32,0.0,20.45,NOT_ABLE_TO_WATER
82.78,32.0,75.5,29.83,85.82,157285.8,3.98,78.44,OK
23.46,36.23,29.97,36.17,33.23,112548.28,3.8,10.57,WATER
47.69,28.24,25.46,28.9,22.36,83095.69,3.22,40.3,OK
49.34,10.31,86.53,12.19,77.45,157285.8,4.35,51.04,LOW_TEMP_ALERT
49.23,43.41,82.45,45.58,89.31,46403.98,1.7,42.25,NOT_ABLE_TO_VENTILATE
96.14,27.53,86.09,22.77,92.91,157285.8,4.76,18.46,FUNGI_ALERT_EXCESS_WATER
36.2,19.87,37.91,22.21,46.44,26997.54,1.29,67.89,NOT_ABLE_TO_WATER
61.36,16.37,94.0,14.57,98.31,157285.8,5.67,68.42,LOW_TEMP_ALERT
56.51,42.33,49.66,44.16,44.46,0.0,0.0,62.22,NOT_ABLE_TO_VENTILATE
80.69,17.34,66.77,13.6,73.61,0.0,0.0,73.95,LOW_TEMP_ALERT
47.36,15.11,84.25,13.14,85.55,3999.0,0.7,49.23,LOW_TEMP_ALERT
62.09,38.72,26.12,37.31,32.08,0.0,0.0,63.18,NOT_ABLE_TO_VENTILATE
64.99,35.49,23.92,34.17,25.59,153502.64,5.42,40.79,EXCESS_WATER
26.75,40.93,74.77,38.93,82.59,157285.8,5.08,27.77,WATER
92.17,14.71,50.03,11.22,63.16,6240.48,0.32,74.61,EXCESS_WATER
4.24,18.57,41.63,14.62,61.79,0.0,0.0,56.89,NOT_ABLE_TO_WATER
48.8,32.49,30.68,33.28,30.29,58063.68,2.8,51.14,OK
27.92,44.22,30.46,42.95,29.79,157285.8,5.24,28.57,WATER
71.23,10.01,64.26,9.26,63.47,14531.32,0.39,88.63,NOT_ABLE_TO_WATER
78.65,37.53,60.89,36.79,60.68,157285.8,5.76,73.98,VENTILATE
68.93,5.84,58.48,4.23,67.63,30055.84,0.76,45.88,EXCESS_WATER
39.03,14.43,74.98,13.42,90.24,442.44,0.08,37.86,NOT_ABLE_TO_WATER
72.07,15.74,18.55,12.61,21.35,0.0,0.0,40.45,FUNGI_ALERT_EXCESS_WATER
1.07,43.79,45.74,42.89,47.96,157285.8,4.79,42.06,WATER
nan,30.07,20.31,28.53,23.96,0.0,0.0,82.85,INSUFFICIENT_DATA
50.7,6.57,51.99,8.66,60.1,157285.8,5.2,11.94,EXCESS_WATER
21.3,24.7,21.67,24.96,25.66,0.0,0.0,25.96,NOT_ABLE_TO_WATER
89.49,13.35,27.27,11.21,29.52,24046.09,0.62,84.88,LOW_TEMP_ALERT
24.57,16.61,45.89,16.47,60.37,157285.8,5.93,18.16,WATER
64.14,39.15,62.52,37.77,62.46,110045.08,0.03,42.16,EXCESS_WATER
26.91,14.17,25.82,11.41,19.64,0.0,0.0,58.84,NOT_ABLE_TO_WATER
84.72,30.02,55.09,27.06,52.9,0.0,0.0,88.12,OK
52.52,23.57,48.91,22.08,66.64,0.0,0.0,38.31,OK
22.89,12.21,48.56,14.18,77.32,99300.06,3.61,88.29,WATER
62.95,40.31,86.64,38.43,73.35,157285.8,6.05,25.25,FUNGI_ALERT_EXCESS_WATER
42.75,35.92,47.74,34.1,57.89,0.0,0.0,42.04,OK
46.25,nan,72.7,20.5,87.23,112461.27,4.41,50.0,INSUFFICIENT_DATA
67.03,15.1,94.67,14.83,94.05,65140.21,2.61,63.68,LOW_TEMP_ALERT
77.23,5.99,43.7,4.09,65.17,9309.6,0.55,29.35,EXCESS_WATER
4.54,8.27,51.27,6.24,62.08,0.0,0.0,74.59,NOT_ABLE_TO_WATER
1.79,35.38,16.69,30.4,18.13,0.0,0.0,94.88,NOT_ABLE_TO_WATER
99.0,21.01,15.35,nan,14.31,96985.53,2.91,68.57,INSUFFICIENT_DATA
47.98,43.94,77.35,42.53,78.57,0.0,nan,51.68,INSUFFICIENT_DATA
29.07,16.49,73.26,16.07,66.37,154190.35,4.87,26.21,WATER
19.11,20.03,80.78,22.26,100.0,18747.77,1.51,45.3,NOT_ABLE_TO_WATER
85.73,39.58,58.9,36.66,42.98,140922.24,4.2,86.8,VENTILATE
24.59,11.42,89.34,14.74,100.0,157285.8,5.0,24.03,WATER
75.59,13.42,56.66,15.18,60.79,0.0,0.0,80.0,OK
25.11,20.09,23.24,17.82,28.44,0.0,nan,32.79,INSUFFICIENT_DATA
80.83,21.46,60.87,17.19,89.47,9633.3,0.23,92.31,LOW_LIGHT
58.13,24.77,42.3,24.45,50.14,27388.58,1.04,31.38,EXCESS_WATER
21.73,38.35,62.41,39.92,58.95,59268.86,2.18,20.98,WATER
89.64,26.93,23.85,28.92,37.48,157285.8,5.44,84.79,OK
21.48,43.83,25.63,42.68,32.88,121641.6,4.87,90.22,WATER
21.37,7.11,80.8,7.73,83.32,0.0,0.0,80.28,NOT_ABLE_TO_WATER
42.57,27.38,18.96,26.08,32.71,0.0,0.0,46.05,OK
89.45,41.72,48.09,42.35,51.99,117603.78,3.03,87.35,VENTILATE
36.64,33.54,67.96,29.27,74.92,0.0,0.0,28.95,NOT_ABLE_TO_WATER
43.37,8.26,63.24,6.64,55.81,157285.8,5.42,50.51,LOW_TEMP_ALERT
20.66,nan,19.77,40.81,15.73,14626.27,1.13,17.74,INSUFFICIENT_DATA
59.42,15.2,24.06,14.19,32.49,23011.42,1.06,80.31,NOT_ABLE_TO_WATER
68.2,15.01,36.8,16.82,52.98,2510.58,0.06,71.82,LOW_LIGHT
52.2,12.03,33.03,9.05,28.02,128293.84,4.65,54.12,LOW_TEMP_ALERT
15.39,8.97,16.29,12.25,21.33,20567.79,0.9,13.72,NOT_ABLE_TO_WATER
21.22,17.0,86.98,11.92,nan,157285.8,5.85,52.98,INSUFFICIENT_DATA
24.9,21.21,35.39,17.67,37.29,157285.8,4.81,35.29,WATER
38.38,12.09,55.03,11.47,53.49,0.0,0.0,35.42,NOT_ABLE_TO_WATER
57.56,12.1,33.09,8.88,45.97,6280.45,0.06,48.54,LOW_TEMP_ALERT
15.44,9.4,45.59,5.44,58.65,0.0,0.0,23.0,NOT_ABLE_TO_WATER
76.28,41.81,39.09,39.45,42.53,157285.8,4.55,62.24,VENTILATE
41.65,27.85,83.13,28.3,84.4,157285.8,4.86,40.01,OK
61.25,38.57,51.93,34.97,50.06,157285.8,4.88,67.19,OK
82.65,7.24,23.86,5.66,17.55,157285.8,5.05,94.64,LOW_TEMP_ALERT
65.31,14.05,59.6,14.18,56.42,157285.8,5.99,66.52,LOW_TEMP_ALERT
74.75,23.75,92.36,19.79,100.0,4586.74,0.39,79.93,LOW_LIGHT
60.23,15.41,59.05,15.83,57.93,157285.8,5.92,28.22,EXCESS_WATER
40.0,42.05,87.42,42.12,84.05,0.0,0.0,32.65,NOT_ABLE_TO_VENTILATE
59.41,14.19,53.54,13.1,59.22,133902.92,4.27,21.11,EXCESS_WATER
48.03,36.24,37.8,29.62,31.43,157285.8,5.35,58.26,OK
58.7,34.65,70.5,34.7,72.6,2608.73,0.0,57.74,LOW_LIGHT
3.52,15.22,61.14,14.77,83.94,157285.8,5.35,53.37,WATER
56.61,23.67,51.99,19.17,70.02,157285.8,4.94,53.62,OK
38.9,14.56,18.67,11.99,27.77,23887.99,0.75,24.54,NOT_ABLE_TO_WATER
49.04,36.54,63.51,38.75,72.78,5429.19,0.0,52.74,NOT_ABLE_TO_VENTILATE
41.91,36.68,46.13,31.88,61.0,68077.3,2.73,40.74,OK
61.71,33.41,28.81,31.42,23.53,157285.8,6.15,59.47,OK
66.35,25.94,56.55,23.62,69.27,33045.64,0.54,40.8,EXCESS_WATER
61.92,42.97,77.71,43.04,81.4,157285.8,4.73,59.45,VENTILATE
15.93,26.65,59.06,25.6,64.54,5451.42,0.77,20.01,NOT_ABLE_TO_WATER
97.9,20.57,16.39,18.19,4.06,157285.8,5.54,94.2,OK
50.03,5.65,60.78,4.99,72.67,80436.39,2.82,50.8,LOW_TEMP_ALERT
14.56,24.13,28.84,20.85,40.95,0.0,0.0,14.54,NOT_ABLE_TO_WATER
37.06,8.18,21.68,7.71,38.58,92541.68,2.92,32.05,WATER
78.75,26.7,94.79,25.96,100.0,0.0,0.0,77.55,OK
77.3,6.52,38.55,6.17,56.28,157285.8,4.73,77.94,LOW_TEMP_ALERT
96.81,9.26,40.99,9.35,36.77,157285.8,5.7,24.74,EXCESS_WATER
51.07,38.91,50.13,37.35,70.29,11075.91,0.74,85.31,NOT_ABLE_TO_WATER
30.83,23.31,50.62,20.41,60.72,0.0,0.0,62.32,NOT_ABLE_TO_WATER
52.25,35.73,29.51,34.39,39.33,137532.72,4.41,90.75,WATER
19.66,36.47,92.9,32.6,100.0,0.0,0.0,14.71,NOT_ABLE_TO_WATER
38.72,8.9,90.45,4.72,93.71,656.89,0.0,55.37,NOT_ABLE_TO_WATER
36.3,28.39,32.06,24.53,37.54,5165.56,0.09,37.02,NOT_ABLE_TO_WATER
13.27,41.86,43.75,40.33,54.05,4166.1,0.0,15.17,NOT_ABLE_TO_WATER
4.86,18.27,56.66,15.05,76.29,157285.8,6.48,17.11,WATER
96.84,20.94,25.21,22.01,21.44,58989.83,1.82,86.56,OK
98.38,23.45,88.51,25.01,87.65,157285.8,5.33,90.51,OK
50.73,9.82,93.48,10.71,91.5,0.0,0.0,83.85,NOT_ABLE_TO_WATER
19.49,28.06,25.45,27.01,24.68,0.0,0.0,18.52,NOT_ABLE_TO_WATER
73.2,36.78,75.39,32.96,88.07,38308.06,1.76,36.52,FUNGI_ALERT_EXCESS_WATER
87.01,15.48,23.12,12.28,16.76,0.0,0.0,33.37,FUNGI_ALERT_EXCESS_WATER
84.93,32.22,75.62,30.81,91.25,157285.8,6.03,87.86,OK
81.03,24.14,35.96,22.79,48.17,157285.8,4.91,71.38,OK
51.86,32.03,19.01,26.33,15.5,2523.41,0.0,50.97,LOW_LIGHT
8.44,25.47,91.02,23.29,92.63,45987.03,1.35,12.91,NOT_ABLE_TO_WATER
27.99,31.83,24.47,34.72,25.64,1037.97,0.0,32.52,NOT_ABLE_TO_WATER
6.55,11.59,33.44,12.24,35.43,0.0,0.0,45.1,NOT_ABLE_TO_WATER
70.64,11.13,63.76,13.05,89.23,0.0,0.0,68.51,LOW_TEMP_ALERT
nan,41.05,23.85,40.63,24.11,0.0,0.0,45.59,INSUFFICIENT_DATA
96.66,36.03,40.07,34.63,52.37,0.0,0.0,92.65,OK
20.55,32.22,24.4,30.06,28.88,6151.76,0.46,21.64,NOT_ABLE_TO_WATER
70.48,6.63,65.81,4.21,69.87,0.0,0.0,73.12,LOW_TEMP_ALERT
79.58,7.8,53.72,7.43,70.87,120862.98,4.08,87.51,LOW_TEMP_ALERT
98.69,36.36,65.05,34.11,70.02,0.0,0.0,64.68,FUNGI_ALERT_EXCESS_WATER
59.12,40.95,87.83,43.85,95.69,0.0,0.0,50.53,NOT_ABLE_TO_VENTILATE
55.35,32.4,41.31,30.36,54.72,157285.8,4.78,13.83,EXCESS_WATER
23.62,12.5,91.6,10.52,100.0,157285.8,4.93,21.06,WATER
86.63,16.28,37.85,15.39,35.75,0.0,0.0,86.61,OK
35.62,29.1,44.64,29.61,59.02,1095.14,0.55,11.94,NOT_ABLE_TO_WATER
12.7,29.99,92.73,29.36,88.34,156117.94,5.41,12.61,WATER
27.24,25.12,81.64,25.62,96.98,0.0,0.0,78.25,NOT_ABLE_TO_WATER
8.65,27.76,80.89,25.28,84.48,157285.8,5.3,12.79,WATER
15.92,34.18,68.92,32.54,82.07,479.08,0.0,27.85,NOT_ABLE_TO_WATER
28.75,7.24,66.04,11.04,80.15,120027.21,4.05,25.04,WATER
53.82,33.87,91.06,34.67,95.08,60639.08,1.84,49.94,OK
16.37,11.64,64.23,10.68,71.27,61637.83,2.1,47.06,WATER
85.54,42.17,35.73,41.13,41.61,157285.8,4.37,82.53,VENTILATE
58.53,20.06,56.74,21.96,59.77,23657.37,0.6,65.56,OK
82.02,10.22,70.23,10.36,90.6,157285.8,6.22,83.3,LOW_TEMP_ALERT
52.86,39.68,18.67,38.1,21.62,0.0,0.0,19.92,FUNGI_ALERT_EXCESS_WATER
12.8,21.31,25.13,17.16,40.39,22961.52,0.12,61.73,NOT_ABLE_TO_WATER
48.44,5.26,62.36,0.0,72.88,0.0,0.0,49.87,LOW_TEMP_ALERT
44.93,17.09,83.5,18.21,80.93,0.0,0.0,44.63,OK
53.61,21.25,73.49,21.49,68.93,157285.8,5.7,49.11,OK
78.69,38.18,84.6,36.56,89.11,125523.5,3.78,83.52,VENTILATE
83.2,6.03,38.6,4.55,35.46,11969.26,0.72,60.71,EXCESS_WATER
13.09,10.25,55.33,8.46,65.43,30721.63,1.02,18.91,NOT_ABLE_TO_WATER
25.52,13.31,73.92,15.56,70.63,157285.8,5.78,23.86,WATER
86.21,10.21,53.32,7.4,54.2,0.0,0.0,81.2,LOW_TEMP_ALERT
27.29,12.96,84.11,11.38,98.6,157285.8,5.17,28.98,WATER
19.56,24.54,41.18,24.67,54.82,157285.8,5.35,39.15,WATER
12.2,15.54,20.54,20.08,32.83,0.0,0.0,26.81,NOT_ABLE_TO_WATER
35.97,11.1,72.07,10.09,66.6,4425.24,0.0,37.01,NOT_ABLE_TO_WATER
24.61,26.79,17.54,29.64,13.56,157285.8,5.31,78.47,WATER
19.81,35.9,70.62,37.75,82.74,0.0,0.0,16.58,NOT_ABLE_TO_WATER
79.07,18.27,61.37,18.0,59.16,157285.8,4.13,78.79,OK
46.49,26.02,77.92,24.03,82.83,157285.8,4.62,52.79,OK
42.17,24.7,26.25,22.93,31.23,157285.8,5.0,35.85,OK
13.95,32.13,51.23,29.01,46.47,50282.64,2.09,14.95,WATER
86.26,41.55,58.38,41.59,61.79,157285.8,5.48,79.6,VENTILATE
53.53,15.46,47.97,14.96,51.73,0.0,0.0,51.3,LOW_TEMP_ALERT
84.72,16.32,91.52,16.95,97.47,152024.99,5.2,87.83,OK
30.09,24.82,28.31,21.12,39.7,14236.85,0.21,35.91,NOT_ABLE_TO_WATER
78.71,30.92,63.76,29.19,62.83,56560.1,2.21,26.42,EXCESS_WATER
89.04,23.28,21.06,24.31,38.55,0.0,0.0,46.58,FUNGI_ALERT_EXCESS_WATER
53.44,41.51,79.95,40.32,89.08,0.0,0.0,47.98,NOT_ABLE_TO_VENTILATE
37.31,10.07,91.35,8.67,80.82,0.0,0.0,39.77,NOT_ABLE_TO_WATER
34.71,33.93,25.74,29.26,48.74,8779.46,0.29,34.6,NOT_ABLE_TO_WATER
32.83,19.55,70.71,16.83,79.61,157285.8,4.7,21.63,WATER
87.48,44.97,53.83,42.73,65.51,0.0,0.0,86.31,NOT_ABLE_TO_VENTILATE
58.17,12.24,15.7,8.31,27.85,0.0,0.0,67.2,LOW_TEMP_ALERT
91.25,38.87,49.93,39.74,50.38,157285.8,6.04,86.81,VENTILATE
9.47,14.52,42.25,10.26,39.65,0.0,0.0,67.29,NOT_ABLE_TO_WATER
16.97,33.88,63.97,32.43,71.22,0.0,0.0,48.99,NOT_ABLE_TO_WATER
52.14,8.26,93.03,6.09,100.0,0.0,0.0,47.78,LOW_TEMP_ALERT
8.77,21.0,20.84,23.24,42.85,0.0,0.0,18.01,NOT_ABLE_TO_WATER
57.53,19.08,52.43,18.96,48.65,0.0,0.0,72.16,OK
18.74,40.45,15.95,38.27,10.01,157285.8,4.93,42.21,WATER
44.75,7.6,17.07,6.89,30.99,0.0,0.0,82.43,NOT_ABLE_TO_WATER
21.97,30.63,88.72,27.52,98.29,157285.8,5.37,22.2,WATER
16.62,38.82,44.45,35.66,50.04,9842.87,0.0,19.54,NOT_ABLE_TO_WATER
37.73,31.44,42.47,28.21,53.02,0.0,0.0,33.19,NOT_ABLE_TO_WATER
nan,15.17,91.2,14.24,100.0,0.0,0.0,75.23,INSUFFICIENT_DATA
40.85,21.12,61.62,21.74,77.22,157285.8,5.23,42.99,OK
68.72,23.54,93.1,21.92,99.79,0.0,0.0,73.13,OK
76.34,41.62,21.85,40.09,24.16,12823.86,0.0,79.28,HYDRIC_STRESS_ALERT
14.24,16.66,45.23,16.86,53.54,0.0,0.0,19.77,NOT_ABLE_TO_WATER
nan,40.09,20.66,36.54,25.11,14023.09,0.27,86.17,INSUFFICIENT_DATA
26.39,43.54,77.68,44.72,79.97,157285.8,5.45,30.37,WATER
35.22,26.59,80.97,26.32,88.22,109001.34,3.84,52.98,WATER
36.57,43.43,69.04,39.28,80.15,0.0,0.0,34.24,NOT_ABLE_TO_WATER
32.04,27.26,46.47,23.1,50.27,0.0,0.0,51.69,NOT_ABLE_TO_WATER
93.16,21.32,49.38,16.95,49.11,0.0,0.0,30.83,FUNGI_ALERT_EXCESS_WATER
